"Tabela 6588 - Série histórica da estimativa anual da área plantada, área colhida, produção e rendimento médio dos produtos das lavouras"
"Variável - Área colhida (Hectares)"
"Unidade da Federação";"Mês x Produto das lavouras"
"Unidade da Federação";"setembro 2006";"outubro 2006";"novembro 2006";"dezembro 2006";"janeiro 2007";"fevereiro 2007";"março 2007";"abril 2007";"maio 2007";"junho 2007";"julho 2007";"agosto 2007";"setembro 2007";"outubro 2007";"novembro 2007";"dezembro 2007";"janeiro 2008";"fevereiro 2008";"março 2008";"abril 2008";"maio 2008";"junho 2008";"julho 2008";"agosto 2008";"setembro 2008";"outubro 2008";"novembro 2008";"dezembro 2008";"janeiro 2009";"fevereiro 2009";"março 2009";"abril 2009";"maio 2009";"junho 2009";"julho 2009";"agosto 2009";"setembro 2009";"outubro 2009";"novembro 2009";"dezembro 2009";"janeiro 2010";"fevereiro 2010";"março 2010";"abril 2010";"maio 2010";"junho 2010";"julho 2010";"agosto 2010";"setembro 2010";"outubro 2010";"novembro 2010";"dezembro 2010";"janeiro 2011";"fevereiro 2011";"março 2011";"abril 2011";"maio 2011";"junho 2011";"julho 2011";"agosto 2011";"setembro 2011";"outubro 2011";"novembro 2011";"dezembro 2011";"janeiro 2012";"fevereiro 2012";"março 2012";"abril 2012";"maio 2012";"junho 2012";"julho 2012";"agosto 2012";"setembro 2012";"outubro 2012";"novembro 2012";"dezembro 2012";"janeiro 2013";"fevereiro 2013";"março 2013";"abril 2013";"maio 2013";"junho 2013";"julho 2013";"agosto 2013";"setembro 2013";"outubro 2013";"novembro 2013";"dezembro 2013";"janeiro 2014";"fevereiro 2014";"março 2014";"abril 2014";"maio 2014";"junho 2014";"julho 2014";"agosto 2014";"setembro 2014";"outubro 2014";"novembro 2014";"dezembro 2014";"janeiro 2015";"fevereiro 2015";"março 2015";"abril 2015";"maio 2015";"junho 2015";"julho 2015";"agosto 2015";"setembro 2015";"outubro 2015";"novembro 2015";"dezembro 2015";"janeiro 2016";"fevereiro 2016";"março 2016";"abril 2016";"maio 2016";"junho 2016";"julho 2016";"agosto 2016";"setembro 2016";"outubro 2016";"novembro 2016";"dezembro 2016";"janeiro 2017";"fevereiro 2017";"março 2017";"abril 2017";"maio 2017";"junho 2017";"julho 2017";"agosto 2017";"setembro 2017";"outubro 2017";"novembro 2017";"dezembro 2017";"janeiro 2018";"fevereiro 2018";"março 2018";"abril 2018";"maio 2018";"junho 2018";"julho 2018";"agosto 2018";"setembro 2018";"outubro 2018";"novembro 2018";"dezembro 2018";"janeiro 2019";"fevereiro 2019";"março 2019";"abril 2019";"maio 2019";"junho 2019";"julho 2019";"agosto 2019";"setembro 2019";"outubro 2019";"novembro 2019";"dezembro 2019";"janeiro 2020";"fevereiro 2020";"março 2020";"abril 2020";"maio 2020";"junho 2020";"julho 2020";"agosto 2020";"setembro 2020";"outubro 2020";"novembro 2020";"dezembro 2020";"janeiro 2021";"fevereiro 2021";"março 2021";"abril 2021";"maio 2021";"junho 2021";"julho 2021";"agosto 2021";"setembro 2021";"outubro 2021";"novembro 2021";"dezembro 2021";"janeiro 2022";"fevereiro 2022";"março 2022";"abril 2022";"maio 2022";"junho 2022";"julho 2022";"agosto 2022";"setembro 2022";"outubro 2022";"novembro 2022";"dezembro 2022";"janeiro 2023";"fevereiro 2023"
"Ceará";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"450";"450";"450";"450";"450";"452";"452";"452";"452";"800";"1170";"1170";"1170";"1170";"1350";"1414";"1414";"1504";"1504";"1504";"2204";"2284";"2284";"2284";"2284";"2284";"2284";"2284";"2220";"2818";"2818"
"Rio Grande do Norte";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"37";"37";"-";"-"
"Pernambuco";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"278";"4555";"4555";"4555";"1890";"1890";"1890";"1890";"2100";"2100";"1900";"1900";"2090";"2090";"2407";"2407";"2407";"2407";"3583";"3583";"4000";"4000";"1676";"1676";"1676";"1313";"1313";"1313";"1313";"1400";"1400";"1400";"1400";"1204";"1174";"1174";"1174";"1211";"1211";"1211";"1211";"3142";"3142";"3142";"3142";"3242";"3000";"3000";"3000";"3102";"3102";"3102";"3102";"3039";"3039";"3039";"3250";"4066";"3534";"3534"
"Sergipe";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bahia";"872600";"872600";"872600";"872600";"851000";"851000";"851000";"851000";"851000";"851000";"851000";"851000";"851000";"851000";"851000";"851000";"911000";"901000";"901000";"901400";"905018";"905018";"905018";"905018";"905018";"905018";"905018";"905018";"917500";"930000";"930000";"930000";"947902";"947823";"947823";"947823";"947823";"947823";"947823";"947823";"1011390";"1016550";"1015550";"1016550";"1016550";"1016550";"1016550";"1016550";"1016550";"1016550";"1016550";"1017250";"1026900";"1033400";"1034877";"1034877";"1046070";"1046070";"1046070";"1046070";"1046070";"1046070";"1046070";"1046070";"1098975";"1100967";"1100967";"1113685";"1113685";"1113685";"1113685";"1113685";"1112467";"1112467";"1112467";"1112627";"1214319";"1213855";"1211267";"1211267";"1211267";"1211267";"1214937";"1214937";"1214937";"1214937";"1214937";"1211267";"1273835";"1273835";"1276324";"1280329";"1280329";"1411739";"1411739";"1411739";"1276324";"1276369";"1276369";"1276369";"1350993";"1350993";"1350993";"1350993";"1437658";"1437658";"1437658";"1437658";"1437658";"1438108";"1438108";"1438108";"1404000";"1404000";"1495331";"1493891";"1493891";"1493891";"1493891";"1527000";"1527000";"1527000";"1527000";"1527000";"1604000";"1604000";"1604000";"1584000";"1584000";"1584000";"1584000";"1584000";"1584000";"1584000";"1584000";"1584000";"1404000";"1564000";"1600000";"1600000";"1600000";"1600000";"1600000";"1600000";"1600000";"1600000";"1600000";"1600000";"1640000";"1640000";"1570000";"1570000";"1570000";"1570000";"1580000";"1580000";"1580000";"1580000";"1580000";"1580000";"1600000";"1600600";"1600600";"1600600";"1600600";"1600600";"1620600";"1620600";"1620600";"1620600";"1620600";"1620600";"1700000";"1700000";"1700000";"1700000";"1700000";"1700000";"1700000";"1700000";"1700000";"1700000";"1700000";"1700000";"1760000";"1790000";"1790000";"1790000";"1823000";"1823000";"1823000";"1823000";"1823000";"1823000";"1823000";"1823000";"1823000";"1823000"
"Minas Gerais";"1005113";"1005113";"1005113";"1005113";"922727";"918601";"916901";"877245";"876145";"876095";"876095";"878245";"882745";"882745";"882692";"886082";"906264";"894783";"858642";"863907";"861312";"864182";"865567";"865617";"865622";"865622";"865622";"865622";"883392";"893656";"902246";"903116";"914493";"914293";"914248";"914468";"906468";"927518";"927518";"928708";"1016013";"1018723";"1019383";"1019661";"1020281";"1018961";"1018961";"1020791";"1020791";"1020791";"1020791";"1019111";"1030787";"1034433";"1028862";"1024524";"1013824";"1019224";"1017009";"1017209";"1017229";"1014429";"1014429";"1014429";"1002215";"999600";"1005749";"1005184";"1020462";"1020771";"1020771";"1020771";"1021021";"1027731";"1027791";"1028341";"1119769";"1144625";"1142175";"1142895";"1145680";"1149100";"1149100";"1149900";"1150750";"1150950";"1150950";"1151010";"1259915";"1254941";"1231400";"1229775";"1230565";"1230565";"1231095";"1231095";"1231095";"1231095";"1236695";"1236695";"1317867";"1330712";"1314562";"1314724";"1320089";"1320219";"1320219";"1321219";"1324894";"1327221";"1327221";"1327581";"1432364";"1448576";"1474200";"1476090";"1476240";"1476240";"1470415";"1458914";"1458914";"1458914";"1458914";"1458914";"1443738";"1435065";"1432429";"1428864";"1430050";"1430214";"1430214";"1452454";"1452454";"1452454";"1452454";"1452454";"1471603";"1471603";"1471603";"1471603";"1471603";"1471603";"1471603";"1471603";"1508376";"1506639";"1506639";"1509175";"1533140";"1533140";"1533140";"1581308";"1581308";"1590258";"1590566";"1596604";"1607874";"1614786";"1614786";"1616206";"1668424";"1668424";"1668424";"1668424";"1691754";"1690534";"1686584";"1681148";"1687902";"1689522";"1692552";"1692552";"1857722";"1858572";"1898872";"1902174";"1902174";"1901874";"1902404";"1934178";"1934178";"1934178";"1934908";"1934908";"1986035";"1986035";"1981412";"1982930";"2019878";"2022182";"2022682";"2022682";"2022682";"2022682";"2022682";"2022682";"2140006";"2140006"
"Espírito Santo";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Paulo";"656600";"656600";"656600";"656600";"556000";"556000";"556000";"525300";"525300";"525300";"525300";"525300";"525300";"525300";"525300";"525300";"565300";"526000";"526000";"526000";"526000";"526000";"526000";"526000";"526000";"526000";"526000";"526000";"557600";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"531300";"572200";"572200";"492000";"492000";"492000";"513543";"485276";"485276";"485276";"485276";"537600";"537600";"537600";"537600";"537600";"537600";"537600";"532345";"484483";"484483";"484483";"484483";"531680";"531680";"531680";"532668";"532668";"532668";"532668";"600522";"590560";"590560";"590560";"590560";"610790";"610790";"610790";"614840";"614840";"614840";"614840";"650837";"650837";"700000";"700000";"700000";"700000";"700000";"700000";"700000";"708810";"708810";"708810";"732256";"732256";"732256";"732256";"732256";"732256";"732256";"732256";"732256";"758050";"758050";"758050";"780529";"794390";"794390";"794390";"794390";"794390";"829922";"829922";"828513";"828513";"828513";"828513";"930100";"930100";"930100";"903946";"903946";"903946";"904500";"904500";"921100";"921100";"921100";"921100";"921100";"921100";"921100";"960281";"960281";"960700";"960700";"960700";"961717";"961717";"961717";"961717";"1000100";"1000100";"1026000";"1026000";"1026000";"996200";"996200";"996200";"996200";"996200";"996200";"996200";"1105300";"1105300";"1105300";"1105300";"1105300";"1109100";"1109100";"1109100";"1109800";"1109800";"1109800";"1109800";"1162000";"1162000";"1162000";"1159200";"1159200";"1159200";"1159200";"1159200";"1154300";"1154300";"1154300";"1154300";"1175512";"1175512";"1175512";"1202971";"1202971";"1202971";"1202971";"1202971";"1215500";"1215500";"1215500";"1215500";"1271400";"1271400"
"Paraná";"3938377";"3938377";"3883190";"3883190";"3992091";"3923729";"3925849";"3933794";"3933816";"3933816";"4009396";"4009396";"4009396";"4009396";"4009396";"4009396";"3910692";"3925952";"3932189";"3939063";"3938853";"3938853";"3977193";"3977193";"3977193";"3977193";"3977193";"3977193";"4000573";"4006613";"4009613";"4069255";"4068753";"4068753";"4056280";"4056280";"4056280";"4056280";"4056280";"4056280";"4399300";"4400117";"4505282";"4505282";"4502059";"4502059";"4485057";"4485057";"4485057";"4485057";"4485057";"4485057";"4495839";"4501588";"4501768";"4585088";"4576398";"4575939";"4575939";"4575939";"4575939";"4575939";"4575939";"4575939";"4385045";"4376895";"4445036";"4446606";"4460003";"4460003";"4460003";"4460419";"4460419";"4460419";"4460419";"4460419";"4710618";"4711118";"4711987";"4753026";"4752031";"4755488";"4755488";"4755488";"4755488";"4755488";"4755488";"4755488";"4998120";"4998120";"5016657";"5021926";"5021926";"5018523";"5018523";"5018523";"5018523";"5018523";"5018523";"5018523";"5180054";"5182569";"5203665";"5206901";"5206901";"5207082";"5207082";"5207082";"5207082";"5207082";"5207082";"5207082";"5373198";"5375431";"5442435";"5445370";"5445370";"5444891";"5444891";"5444891";"5444891";"5444891";"5444891";"5449462";"5349774";"5355174";"5353745";"5363973";"5252733";"5253033";"5259903";"5259903";"5271629";"5271629";"5271629";"5271629";"5575490";"5574586";"5552232";"5552520";"5552520";"5552520";"5552520";"5552520";"5552520";"5552520";"5552520";"5552520";"5532698";"5537221";"5543887";"5437439";"5439039";"5441991";"5437391";"5442361";"5447916";"5447916";"5447916";"5447916";"5500482";"5501182";"5504222";"5505872";"5503500";"5503000";"5503200";"5505000";"5511200";"5512600";"5512200";"5516700";"5617100";"5616300";"5620500";"5622500";"5623600";"5629600";"5634900";"5629100";"5629100";"5629100";"5629000";"5629000";"5728800";"5691600";"5698769";"5702400";"5704200";"5702200";"5705900";"5720500";"5720696";"5720696";"5720696";"5720696";"5788000";"5803749"
"Santa Catarina";"331537";"331537";"331537";"331537";"379728";"379728";"383348";"383348";"386666";"386666";"386666";"386666";"386666";"386666";"386466";"385496";"372775";"372775";"369638";"372500";"372500";"372000";"373000";"373358";"373358";"373358";"373358";"373358";"385000";"385000";"385000";"385000";"385418";"385400";"385418";"385418";"385418";"385418";"385418";"385418";"439626";"439626";"439626";"440479";"440479";"440479";"440399";"440399";"440399";"440399";"440399";"440399";"455176";"455176";"454784";"454784";"457132";"457132";"457422";"457422";"457422";"457422";"457422";"457422";"447874";"447874";"450731";"450731";"450731";"451449";"451449";"451449";"451449";"451449";"451449";"451449";"512394";"512394";"517853";"517853";"517853";"521321";"521321";"521321";"521321";"521321";"521321";"521271";"557760";"557760";"557760";"558444";"558444";"559428";"559428";"559428";"560098";"560098";"560098";"560098";"602846";"602846";"608683";"608683";"608683";"600000";"600000";"600000";"600000";"600000";"600000";"608483";"635000";"635000";"645000";"645000";"645000";"660661";"660661";"660661";"660761";"660761";"660761";"660761";"647158";"647158";"651753";"651753";"651753";"658932";"658932";"658932";"658932";"658932";"658932";"658932";"676382";"676382";"676382";"676382";"676382";"676382";"676382";"676382";"676093";"676093";"676093";"676093";"654892";"654892";"663643";"663643";"663643";"663643";"664965";"664965";"664965";"664965";"664965";"664965";"670385";"670385";"665161";"665161";"665161";"665161";"664845";"664845";"664845";"664845";"664845";"664845";"670394";"670394";"680000";"680000";"680000";"680000";"680000";"680000";"680000";"680000";"688997";"688997";"727293";"727293";"736371";"736371";"736371";"736371";"736371";"736371";"736371";"736371";"752715";"752715";"759824";"759824"
"Rio Grande do Sul";"3863726";"3863726";"3863726";"3863726";"3869748";"3876858";"3881648";"3881648";"3890568";"3890568";"3890583";"3890583";"3890583";"3890583";"3890583";"3890583";"3816500";"3816500";"3831200";"3831200";"3831000";"3831000";"3833000";"3833000";"3833000";"3833000";"3833000";"3833000";"3824034";"3824034";"3788864";"3788864";"3818349";"3818349";"3821290";"3821290";"3821290";"3821290";"3821290";"3821290";"3974875";"3975364";"3967036";"3967036";"3965486";"3965486";"3967038";"3967038";"3967038";"3967038";"3967038";"3967038";"4055700";"4055700";"4084614";"4084614";"4084740";"4084740";"4084240";"4084240";"4084240";"4084240";"4084240";"4084240";"4197161";"4142026";"4153279";"4153279";"4145975";"4145975";"4145975";"4145975";"4156095";"4156095";"4156095";"4156095";"4609542";"4660464";"4668824";"4668824";"4721911";"4721911";"4727821";"4727821";"4727821";"4727821";"4727821";"4727821";"4967622";"4958845";"4984217";"4984217";"4985551";"4985551";"4985551";"4986614";"4986542";"4986542";"4986542";"4986542";"5200279";"5219669";"5230064";"5230064";"5240397";"5240397";"5262520";"5262520";"5262520";"5262520";"5262520";"5262520";"5471680";"5472587";"5467438";"5467438";"5459155";"5459155";"5446653";"5446653";"5446653";"5446653";"5446653";"5436653";"5463281";"5499742";"5495762";"5495762";"5526933";"5526933";"5537028";"5537028";"5537028";"5537028";"5537028";"5537028";"5674433";"5674433";"5674433";"5621443";"5621443";"5621443";"5621443";"5651995";"5651995";"5651050";"5651050";"5651050";"5805001";"5750202";"5772070";"5772070";"5791852";"5791852";"5819096";"5819096";"5818895";"5818915";"5818915";"5818915";"5930249";"5930249";"5862802";"5862802";"5959630";"5959630";"5960469";"5960469";"5960469";"5959469";"5959469";"5959469";"6075058";"6087229";"6091873";"6091873";"6095677";"6095677";"6107208";"6107208";"6107208";"6107258";"6107258";"6107558";"6362434";"6334353";"6278846";"6278846";"6227383";"6227383";"6215638";"6215638";"6215638";"6215638";"6215638";"6215638";"6628647";"6618511"
"Mato Grosso do Sul";"1903852";"1903852";"1903852";"1903852";"1730000";"1730000";"1730000";"1717748";"1717748";"1717871";"1717871";"1718031";"1718031";"1718031";"1718031";"1718031";"1730000";"1719474";"1719474";"1730386";"1730386";"1731366";"1731366";"1731376";"1731376";"1731376";"1731376";"1731376";"1700000";"1710355";"1710355";"1707795";"1707317";"1710707";"1710707";"1708723";"1708723";"1708723";"1708723";"1708723";"1730000";"1700000";"1700000";"1712302";"1712302";"1719121";"1719121";"1731636";"1731636";"1732467";"1732467";"1732467";"1752000";"1752000";"1752000";"1739103";"1739103";"1739159";"1739159";"1738091";"1738091";"1738091";"1738091";"1738091";"1815000";"1815000";"1815000";"1812968";"1812968";"1812968";"1812968";"1812968";"1812968";"1812968";"1812968";"1812968";"1980000";"1980000";"1980000";"1985047";"1985047";"1985144";"1985144";"1986894";"1986894";"1986894";"1986894";"1986894";"2130000";"2132732";"2132732";"2147659";"2147659";"2147659";"2148156";"2146024";"2146024";"2158124";"2158124";"2157824";"2280000";"2308517";"2308517";"2341485";"2341485";"2348273";"2348273";"2348973";"2348973";"2351010";"2351010";"2350817";"2450000";"2430000";"2430000";"2423224";"2423224";"2416885";"2416885";"2415885";"2415885";"2417462";"2417462";"2412762";"2536000";"2550000";"2550000";"2573527";"2573527";"2608654";"2608654";"2613894";"2613894";"2616659";"2620655";"2620655";"2650000";"2650000";"2700000";"2700000";"2700000";"2700000";"2712812";"2707732";"2707732";"2711614";"2711614";"2712162";"2840000";"2840000";"2843381";"2859135";"2859135";"2859135";"2860835";"2860835";"2861035";"2861035";"2881240";"2881577";"2980000";"2995484";"2995484";"2995484";"3007149";"3007149";"3007149";"3139317";"3139317";"3139317";"3139317";"3120790";"3200000";"3200000";"3256499";"3256499";"3256499";"3313014";"3313014";"3380260";"3380260";"3380260";"3380260";"3375260";"3591871";"3591871";"3601178";"3601178";"3601178";"3642642";"3642642";"3642642";"3642642";"3623463";"3623463";"3652739";"3785501";"3785501"
