"Tabela 6588 - Série histórica da estimativa anual da área plantada, área colhida, produção e rendimento médio dos produtos das lavouras"
"Variável - Área plantada (Hectares)"
"Unidade da Federação","Mês x Produto das lavouras"
"Unidade da Federação","setembro 2006",,"outubro 2006",,"novembro 2006",,"dezembro 2006",,"janeiro 2007",,"fevereiro 2007",,"março 2007",,"abril 2007",,"maio 2007",,"junho 2007",,"julho 2007",,"agosto 2007",,"setembro 2007",,"outubro 2007",,"novembro 2007",,"dezembro 2007",,"janeiro 2008",,"fevereiro 2008",,"março 2008",,"abril 2008",,"maio 2008",,"junho 2008",,"julho 2008",,"agosto 2008",,"setembro 2008",,"outubro 2008",,"novembro 2008",,"dezembro 2008",,"janeiro 2009",,"fevereiro 2009",,"março 2009",,"abril 2009",,"maio 2009",,"junho 2009",,"julho 2009",,"agosto 2009",,"setembro 2009",,"outubro 2009",,"novembro 2009",,"dezembro 2009",,"janeiro 2010",,"fevereiro 2010",,"março 2010",,"abril 2010",,"maio 2010",,"junho 2010",,"julho 2010",,"agosto 2010",,"setembro 2010",,"outubro 2010",,"novembro 2010",,"dezembro 2010",,"janeiro 2011",,"fevereiro 2011",,"março 2011",,"abril 2011",,"maio 2011",,"junho 2011",,"julho 2011",,"agosto 2011",,"setembro 2011",,"outubro 2011",,"novembro 2011",,"dezembro 2011",,"janeiro 2012",,"fevereiro 2012",,"março 2012",,"abril 2012",,"maio 2012",,"junho 2012",,"julho 2012",,"agosto 2012",,"setembro 2012",,"outubro 2012",,"novembro 2012",,"dezembro 2012",,"janeiro 2013",,"fevereiro 2013",,"março 2013",,"abril 2013",,"maio 2013",,"junho 2013",,"julho 2013",,"agosto 2013",,"setembro 2013",,"outubro 2013",,"novembro 2013",,"dezembro 2013",,"janeiro 2014",,"fevereiro 2014",,"março 2014",,"abril 2014",,"maio 2014",,"junho 2014",,"julho 2014",,"agosto 2014",,"setembro 2014",,"outubro 2014",,"novembro 2014",,"dezembro 2014",,"janeiro 2015",,"fevereiro 2015",,"março 2015",,"abril 2015",,"maio 2015",,"junho 2015",,"julho 2015",,"agosto 2015",,"setembro 2015",,"outubro 2015",,"novembro 2015",,"dezembro 2015",,"janeiro 2016",,"fevereiro 2016",,"março 2016",,"abril 2016",,"maio 2016",,"junho 2016",,"julho 2016",,"agosto 2016",,"setembro 2016",,"outubro 2016",,"novembro 2016",,"dezembro 2016",,"janeiro 2017",,"fevereiro 2017",,"março 2017",,"abril 2017",,"maio 2017",,"junho 2017",,"julho 2017",,"agosto 2017",,"setembro 2017",,"outubro 2017",,"novembro 2017",,"dezembro 2017",,"janeiro 2018",,"fevereiro 2018",,"março 2018",,"abril 2018",,"maio 2018",,"junho 2018",,"julho 2018",,"agosto 2018",,"setembro 2018",,"outubro 2018",,"novembro 2018",,"dezembro 2018",,"janeiro 2019",,"fevereiro 2019",,"março 2019",,"abril 2019",,"maio 2019",,"junho 2019",,"julho 2019",,"agosto 2019",,"setembro 2019",,"outubro 2019",,"novembro 2019",,"dezembro 2019",,"janeiro 2020",,"fevereiro 2020",,"março 2020",,"abril 2020",,"maio 2020",,"junho 2020",,"julho 2020",,"agosto 2020",,"setembro 2020",,"outubro 2020",,"novembro 2020",,"dezembro 2020",,"janeiro 2021",,"fevereiro 2021",,"março 2021",,"abril 2021",,"maio 2021",,"junho 2021",,"julho 2021",,"agosto 2021",,"setembro 2021",,"outubro 2021",,"novembro 2021",,"dezembro 2021",,"janeiro 2022",,"fevereiro 2022",,"março 2022",,"abril 2022",,"maio 2022",,"junho 2022",,"julho 2022",,"agosto 2022",,"setembro 2022",,"outubro 2022",,"novembro 2022",,"dezembro 2022",,"janeiro 2023",,"fevereiro 2023"
"Unidade da Federação","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)","Total","1.13 Milho (1ª Safra)"
"Rondônia","600255","128971","599473","128209","593373","125209","593334","125209","573589","121152","573589","121152","573689","121252","574868","122410","575126","122029","565537","123099","566349","123069","566349","123069","566349","123069","566007","123069","577544","123069","581086","123480","591874","132211","591874","132211","593969","132904","596582","133503","608158","135478","608702","135478","608900","135565","609349","135625","609351","135725","609351","135725","611121","138845","608121","135845","602345","131278","602345","131278","614827","142453","614827","142453","621573","143485","622371","143515","623646","143872","623770","143965","639932","153975","639932","153975","639932","153975","639932","153975","628408","153975","657436","173146","663103","173942","663103","173942","657072","165119","657705","166739","662006","169359","659481","169359","659481","169359","660181","169359","660181","169359","659699","169069","674602","165638","674641","165892","665345","162944","666520","163783","663165","163635","658653","163335","658193","163335","658193","163335","658193","163335","658193","163335","658193","163335","658193","163335","658193","163335","658193","163335","658193","163335","633450","167793","621642","167254","621642","167254","621491","162425","621492","162425","621492","162425","618640","162425","618640","162425","626685","162425","615106","162425","615106","162425","617971","151111","617971","151111","607155","149446","602093","147614","603866","152759","603690","152759","603690","152759","590535","152759","590535","152759","619001","147677","578982","152759","579014","152759","481136","54463","467165","50332","472643","47743","474836","44883","471541","43191","468486","43091","468486","43091","467849","43091","467889","43091","459889","43091","461015","42153","466656","42396","469171","43376","473094","42715","482901","42727","480855","42238","611762","41986","617200","41816","616272","41816","616305","41566","614339","41366","614339","41366","595795","38053","601575","38070","600001","38190","612535","37308","612812","38018","615540","39588","616470","39588","608223","39460","611951","39460","620501","40396","620130","40396","628197","40006","636406","37537","638798","37537","694534","42621","699947","42643","699108","42643","699032","42298","699032","42298","699875","42298","699875","42298","699875","42298","699875","42298","691684","42048","629368","37537","629368","37537","629368","37537","644538","41773","644538","41773","644528","41773","674079","41813","669647","41813","669647","41813","664749","41254","667916","39639","667916","39639","668976","41813","668976","41813","669419","41813","691380","40157","695575","40157","695575","40157","695575","40157","695575","40157","695575","40157","742587","40682","742587","40682","742587","40682","754690","42359","754690","42359","754690","42359","813561","44553","813561","44553","813561","44553","813561","44553","813561","44553","813561","44553","813598","44505","813598","44505","809535","44705","804349","42959","804349","42959","804349","42959","804349","42959","804349","42959","804034","42964","814821","43359","814949","43304","814313","45186","852320","61713","869820","61713","872562","63562","906050","65869","925054","65869","940228","65869","978517","68362","978540","68362","978540","68362","994401","68085","1037030","69555","1066069","22075","1069986","24498","957254","24498","939178","24123","1018904","26522","1018904","26522"
"Acre","121138","37871","121273","37871","121273","37871","121273","37871","116705","36510","118199","36829","119086","37065","119361","37065","119361","37065","118861","37065","118861","37065","118861","37065","118861","37065","118861","37065","118861","37065","118861","37065","65162","24270","65162","24270","65793","24270","65793","24270","65793","24270","65922","24270","66162","24270","66162","24270","66412","24270","66412","24270","66412","24270","66412","24270","68827","24540","68923","24540","68923","24540","69398","24590","69398","24590","69398","24590","69398","24590","87140","28183","87265","28183","87265","28183","87202","27903","87354","27903","87265","28183","95882","29017","95882","29017","95882","29017","95882","29017","87354","27903","87354","27903","104914","29156","104914","29156","103395","29356","103601","29536","103601","29536","118726","36711","118961","36836","118883","36836","119061","36836","119061","36836","119861","36836","119023","36836","119023","36836","119023","36836","124552","36836","124552","36836","124552","36836","132381","43743","132586","43833","132586","43833","132586","43833","132419","43833","132419","43833","132419","43833","132419","43833","134701","43833","136719","43833","136719","43833","138489","43833","129512","46716","129512","46716","127043","46121","127043","46121","127043","46121","130193","46961","130193","46961","130193","46961","130214","46961","130214","46961","127409","46211","124776","45711","124676","47003","123795","46540","123795","46540","123805","46540","123805","46540","123805","46540","123805","46540","121428","45973","121428","45973","120815","44713","120815","44713","115287","44763","107756","41294","114292","41289","114186","41289","113956","41289","113966","41289","113966","41289","113966","41289","113966","41289","113966","41289","118906","41289","118889","41337","118995","41337","111175","39771","111901","39663","112741","39663","113075","39663","111578","38246","108927","36390","108891","36390","108665","35994","109085","35994","108365","35994","106387","35282","104586","34274","105427","34366","105427","34366","105795","34166","106661","34866","106968","35066","106332","34510","105882","34210","105116","34210","104762","34210","104557","34110","104822","34110","105393","35200","103476","35020","103476","35020","103326","34900","103326","34900","103326","34900","103326","34900","95867","31135","93125","30435","79245","29440","79245","29440","80550","29440","80255","29440","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","92830","30435","74877","27080","74845","27080","75595","27030","75595","27030","75595","27030","76385","27030","76145","27030","76895","27030","76895","27030","81899","27480","81899","27480","82071","27540","83761","27520","83531","27290","84821","27930","84821","27930","84735","28130","84395","28130","82584","28130","82584","28130","82529","28130","84485","28130","84485","28130","84485","28130","83621","28171","84071","28721","86305","31150","86305","31150","87936","31150","87936","31150","87936","31150","87899","31150","87989","31150","95534","31380","95534","31380"
"Amazonas","158795","12910","158795","12910","173813","18646","100825","11351","158795","12910","186144","20216","186144","20216","186144","20216","184962","19868","186454","19948","187764","20048","186304","19678","185675","19577","185675","19577","185675","19577","163857","11875","160604","19639","150753","12361","150589","12091","146718","11755","146718","11755","146718","11755","156890","13832","156948","13832","156948","13832","156948","13832","156948","13832","156948","13832","156948","13832","156948","13832","156948","13832","156948","13832","158887","12200","159543","12200","159543","12200","159543","12200","159543","12200","159543","12200","159543","12200","159543","12200","159543","12200","159543","12200","159543","12200","159543","12200","159543","12200","159165","12772","159165","12772","159165","12772","159165","12772","159165","12772","159165","12772","159165","12772","159165","12772","161752","14000","161752","14000","161752","14000","170436","14000","170436","14000","170436","14000","170436","14000","152690","12657","152690","12657","152690","12657","152690","12657","152690","12657","152690","12657","152690","12657","155042","14800","155042","14800","155042","14800","157817","14800","157817","14800","157717","14800","169123","14719","169123","14719","169269","14719","168803","14395","168803","14395","167902","14395","165050","12904","165050","12904","160990","12904","150692","12654","150692","12654","150692","12654","150692","12654","160174","12654","160174","12654","146168","12654","146168","12654","163423","12654","167634","12654","167634","12654","167634","12654","170309","10393","170309","10393","170309","10393","170309","10393","170309","10393","170309","10393","154140","10803","156710","10803","156710","10803","156710","10803","156710","10803","156710","10803","156710","10803","156710","10803","156710","10803","156718","10803","156718","10803","156718","10803","248642","10803","248642","10803","248642","10803","248642","10803","248642","10803","248642","10803","248642","10803","248642","10803","248642","10803","245299","10803","244599","10803","244599","10803","154033","4969","154033","4969","154033","4969","154033","4969","154033","4969","154033","4969","154033","4969","154033","4969","154033","4969","154033","4969","154033","4969","154033","4969","140321","4969","140321","4969","140321","4969","140265","4969","140259","4969","140259","4969","140259","4969","140259","4969","140259","4969","140259","4969","140259","4969","140259","4969","184124","7886","184124","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","183791","7886","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655","145496","8655"
"Roraima","45230","12200","45230","12200","45230","12200","45230","12200","44820","12200","48230","12200","48230","12200","48230","12200","48230","12200","48230","12200","48230","12200","48230","12200","48230","12200","48230","12200","48230","12200","48230","12200","47870","12200","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","42530","6500","44830","6500","44830","6500","44830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","37830","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","42330","6500","40554","6500","52554","6500","41552","6500","41552","6500","41552","6500","41552","6500","41552","6500","41552","6500","48756","6500","48756","6500","48756","6500","53920","6500","64078","6181","64078","6181","69686","6181","69686","6181","68837","6181","68019","6181","68019","6181","68019","6181","68019","6181","68019","6181","68019","6181","68506","6181","63039","6181","61380","4621","63062","5071","63062","5071","63062","5071","63062","5071","63062","5071","63062","5071","63062","5071","63062","5071","63062","5071","64562","5071","64562","5071","64562","5071","64562","5071","64562","5071","64562","5071","64562","5071","64562","5071","64562","5071","64562","5071","64562","5071","64742","5071","64742","5071","64742","5071","64742","5071","64391","5071","64391","5071","64391","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071","73720","5071"
"Pará","1171792","275780","1172922","275870","1172922","275870","1169253","278320","1220625","280000","1220625","280000","1178606","279666","1178606","279666","1073484","213728","1073484","213728","1073484","213728","1139332","273978","1139332","273978","1124527","274338","1136074","272137","1130692","273728","1170648","280000","1170648","280000","1085108","260405","1085108","260405","1085498","263885","1085498","263885","1078798","267406","1091912","268016","1091912","268016","1091912","268016","1091912","268016","1080841","266435","1091912","268016","1091912","268016","1072533","260884","1072533","260884","1061733","245299","1057084","245299","1057084","245299","1057672","245642","1060775","246242","1060775","246242","1058068","245892","1075080","244567","1060775","246242","1060775","246242","1074326","238810","1057905","234620","1325320","218240","1322236","216980","1320318","216795","1303782","216795","1303709","216795","1303709","216795","1305670","216795","1305670","216795","1327524","196158","1275080","200654","989550","212111","992445","212851","978767","209851","978879","210051","979867","213121","979867","213121","979867","213121","978234","211541","981055","211541","977208","210408","979867","213121","979867","213121","1013142","222145","1013142","222145","1013142","222145","1376098","220615","1378084","220615","1385717","219895","1382013","219295","1375425","220725","1368483","213865","1369505","213865","1413846","240000","1419133","240000","1423045","192503","1404658","195811","1409618","195811","1436488","195946","1421611","194556","1421232","194151","1421232","194151","1421232","194151","1421232","194151","1445271","194151","1421232","194151","1419739","194151","1419739","194151","1419739","194151","1549405","174890","1548519","174940","1547311","174690","1547311","174690","1549180","173588","1562282","175062","1562282","175062","1565153","175062","1531451","175062","1531451","175062","1657628","193606","1675086","191401","1677492","190491","1677467","190491","1619610","190849","1619547","190847","1619429","190833","1624538","190833","1596013","193200","1596455","191815","1662342","179900","1660147","177969","1660147","177969","1643501","178651","1643493","178651","1637559","170684","1638013","169769","1638013","169769","1751951","169313","1756235","173413","1754765","171016","1755059","170786","1434659","184181","1967434","183505","1896947","176160","1896947","176160","1778512","176535","1778512","176535","1779503","176925","1779503","176925","1780303","176475","1780303","176475","1775158","176475","1774591","176625","1385583","172226","1703024","166787","1703024","166787","1703024","166787","1703024","166787","1717176","167825","1661758","160403","1641959","157728","1609677","146028","1609677","146028","1616469","148430","1616469","148430","1371264","154903","1301794","156122","1302882","156617","1302882","156617","1302882","156617","1363158","155894","1361826","154904","1367663","155146","1370065","155146","1370065","155146","1383315","153356","1416045","166221","1367663","155146","1401490","157960","1446594","169716","1446594","169716","1446594","169716","1446594","169716","1451085","167606","1451235","167606","1451258","167606","1451258","167606","1449653","165031","1449653","165031","1474476","168264","1474476","168264","1617384","168664","1617384","168664","1617384","168664","1617384","168664","1669389","169059","1669389","169059","1669389","169059","1703020","169482","1707192","170982","1707192","170982","1802015","178670","1802015","178670","1791758","171345","1813440","172130","1813440","172130","1801769","170000","1801706","169930","1801706","169930","1832189","169830","1833422","169830","1828604","169930","1828604","169930","1836314","170670","1836314","170670"
"Amapá","15245","1568","14750","1750","14750","1750","14750","1750","15245","1568","16970","2150","16970","2150","16970","2150","16970","2150","16970","2150","16970","2150","16970","2150","16970","2150","16970","2150","16970","2150","16970","2150","16960","2125","16960","2125","16960","2125","16960","2125","16960","2125","16960","2125","16960","2125","16960","2125","20530","3200","20530","3200","20530","3200","20530","3200","21700","3500","21700","3500","21700","3500","21700","3500","21700","3500","21700","3500","21700","3500","21700","3500","21700","3500","21700","3500","21700","3500","22760","3500","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","24400","3600","27680","3850","27680","3850","25771","3250","25771","3250","25771","3250","25771","3250","25771","3250","24005","2550","24690","3150","24690","3150","27920","3850","27920","3850","27920","3850","22180","2200","22180","2200","22180","2200","23700","2600","23700","2600","23700","2600","23700","2600","23700","2600","23700","2600","25950","2600","25950","2600","25200","2650","25200","2650","25200","2650","22780","2280","22780","2280","23484","2434","23484","2434","23484","2434","23484","2434","23484","2434","25658","2420","25658","2420","25658","2420","25658","2420","25658","2420","25126","2150","25126","2150","24786","2150","24956","2150","24898","2150","24898","2150","24817","2150","21680","1730","21680","1730","22140","1920","22140","1920","22140","1920","22140","1920","21940","1820","21940","1820","21940","1820","36441","1820","39074","1757","39074","1757","40700","1800","40700","1800","40200","1750","40208","1750","40208","1750","51190","1751","49360","1751","49360","1751","49303","1694","49823","1694","49823","1694","50343","1672","39486","1750","39625","1750","39265","1625","39265","1625","39265","1625","41015","1625","41015","1625","41015","1625","41015","1625","50187","1679","50187","1679","50187","1679","41480","1610","41480","1610","41395","1610","41395","1610","41395","1610","41395","1610","41395","1610","41395","1610","41395","1610","41395","1610","37990","1385","37490","1385","38554","1420","38554","1420","38554","1420","38554","1420","36740","1380","36740","1380","36740","1380","36740","1380","36604","1260","36604","1260","36604","1260","36547","1248","38530","1420","38530","1420","38530","1420","38530","1420","36952","1420","37752","1420","37752","1420","37752","1420","37752","1420","35682","1310","35634","1310","36135","1280","39130","1420","33085","1310","26580","1310","21330","1310","21330","1310","21330","1310","21330","1310","26200","1310","26200","1310","26200","1310","26200","1310","26004","1362","39325","1250","26875","2800","26875","2800","24720","2500","24720","2500","24720","2500","24720","2500","24720","2500","24720","2500","24720","2500","24720","2500","24720","2500","34700","2800","34700","2800"
